"TimeWindow","ResArea_Orig","group","Value"
"1996_2000","Biophysics","S",33
"1996_2000","Biotechnology & Applied Microbiology","S",47
"1996_2000","Business","S",18
"1996_2000","Cardiology","S",8
"1996_2000","Cell Biology","S",33
"1996_2000","Cell & Tissue Engineering","S",1
"1996_2000","Chemistry","S",33
"1996_2000","Clinical Neurology","S",4
"1996_2000","Communication","S",1
"1996_2000","Computer Science","S",24
"1996_2000","Crystallography","S",3
"1996_2000","Demography","S",2
"1996_2000","Dentistry, Oral Surgery & Medicine","S",8
"1996_2000","Dermatology","S",5
"1996_2000","Developmental Biology","S",20
"1996_2000","Ecology","S",47
"1996_2000","Economics","S",17
"1996_2000","Education","S",4
"1996_2000","Electrochemistry","S",2
"1996_2000","Endocrinology & Metabolism","S",13
"1996_2000","Energy & Fuels","S",15
"1996_2000","Engineering","S",29
"1996_2000","Entomology","S",35
"1996_2000","Environmental Studies","S",31
"1996_2000","Ergonomics","S",1
"1996_2000","Ethics","S",7
"1996_2000","Evolutionary Biology","S",45
"1996_2000","Fisheries","S",38
"1996_2000","Food Science & Technology","S",18
"1996_2000","Forestry","S",41
"1996_2000","Gastroenterology & Hepatology","S",17
"1996_2000","General & Internal Medicine","S",10
"1996_2000","Genetics & Heredity","S",44
"1996_2000","Geochemistry & Geophysics","S",4
"1996_2000","Geography","S",40
"1996_2000","Geology","S",33
"1996_2000","Geosciences, Multidisciplinary","S",33
"1996_2000","Geriatrics & Gerontology","S",1
"1996_2000","Government & Law","S",4
"1996_2000","Health Care Sciences & Services","S",2
"1996_2000","Health Policy & Services","S",1
"1996_2000","Hematology","S",13
"1996_2000","History","S",7
"1996_2000","Horticulture","S",33
"1996_2000","Hospitality, Leisure, Sport & Tourism","S",2
"1996_2000","Imaging Science & Photographic Technology","S",12
"1996_2000","Immunology","S",41
"1996_2000","Infectious Diseases","S",33
"1996_2000","Information Science & Library Science","S",3
"1996_2000","Instruments & Instrumentation","S",6
"1996_2000","Integrative & Complementary Medicine","S",11
"1996_2000","International Relations","S",5
"1996_2000","Language & Linguistics","S",1
"1996_2000","Law","S",3
"1996_2000","Legal Medicine","S",3
"1996_2000","Life Sciences & Biomedicine - Other Topics","S",39
"1996_2000","Limnology","S",32
"1996_2000","Linguistics","S",1
"1996_2000","Management","S",3
"1996_2000","Marine & Freshwater Biology","S",43
"1996_2000","Materials Science","S",9
"1996_2000","Mathematical & Computational Biology","S",16
"1996_2000","Mathematical Methods In Social Sciences","S",1
"1996_2000","Mathematics","S",17
"1996_2000","Mechanics","S",3
"1996_2000","Medical Subscience","S",11
"1996_2000","Medicine, General & Internal","S",10
"1996_2000","Medicine, Legal","S",3
"1996_2000","Medicine, Research & Experimental","S",18
"1996_2000","Metallurgy & Metallurgical Engineering","S",2
"1996_2000","Meteorology & Atmospheric Sciences","S",20
"1996_2000","Microbiology","S",46
"1996_2000","Microscopy","S",10
"1996_2000","Mineralogy","S",2
"1996_2000","Mining & Mineral Processing","S",5
"1996_2000","Multidisciplinary Sciences","S",39
"1996_2000","Mycology","S",33
"1996_2000","Nanoscience & Nanotechnology","S",3
"1996_2000","Neurosciences","S",24
"1996_2000","Nuclear Science & Technology","S",4
"1996_2000","Nutrition & Dietetics","S",6
"1996_2000","Obstetrics & Gynecology","S",2
"1996_2000","Oceanography","S",35
"1996_2000","Oncology","S",27
"1996_2000","Operations Research & Management Science","S",4
"1996_2000","Ophthalmology","S",1
"1996_2000","Optics","S",3
"1996_2000","Ornithology","S",23
"1996_2000","Paleontology","S",33
"1996_2000","Parasitology","S",37
"1996_2000","Pathology","S",25
"1996_2000","Pediatrics","S",3
"1996_2000","Peripheral Vascular Disease","S",4
"1996_2000","Pharmacology & Pharmacy","S",26
"1996_2000","Philosophy","S",2
"1996_2000","Physical Geography","S",37
"1996_2000","Physics","S",9
"1996_2000","Physiology","S",26
"1996_2000","Planning & Development","S",8
"1996_2000","Plant Sciences","S",45
"1996_2000","Political Science","S",1
"1996_2000","Polymer Science","S",1
"1996_2000","Psychiatry","S",1
"1996_2000","Psychology","S",8
"1996_2000","Public Administration","S",8
"1996_2000","Public, Environmental & Occupational Health","S",29
"1996_2000","Radiology, Nuclear Medicine & Medical Imaging","S",3
"1996_2000","Religion","S",1
"1996_2000","Remote Sensing","S",18
"1996_2000","Reproductive Biology","S",13
"1996_2000","Research & Experimental Medicine","S",18
"1996_2000","Respiratory System","S",3
"1996_2000","Robotics","S",2
"1996_2000","Science & Technology - Other Topics","S",39
"1996_2000","Social Sciences","S",11
"1996_2000","Sociology","S",9
"1996_2000","Soil Science","S",28
"1996_2000","Spectroscopy","S",4
"1996_2000","Statistics & Probability","S",14
"1996_2000","Substance Abuse","S",1
"1996_2000","Surgery","S",6
"1996_2000","Telecommunications","S",1
"1996_2000","Thermodynamics","S",3
"1996_2000","Toxicology","S",28
"1996_2000","Transplantation","S",2
"1996_2000","Transportation","S",1
"1996_2000","Tropical Medicine","S",26
"1996_2000","Urban Studies","S",23
"1996_2000","Urology & Nephrology","S",5
"1996_2000","Veterinary Sciences","S",29
"1996_2000","Virology","S",35
"1996_2000","Water Resources","S",29
"1996_2000","Zoology","S",40
"2001_2005","Agriculture","S",42
"2001_2005","Agronomy","S",39
"2001_2005","Allergy","S",6
"2001_2005","Anatomy & Morphology","S",17
"2001_2005","Anthropology","S",28
"2001_2005","Archaeology","S",14
"2001_2005","Architecture","S",1
"2001_2005","Area Studies","S",2
"2001_2005","Asian Studies","S",2
"2001_2005","Astronomy & Astrophysics","S",9
"2001_2005","Automation & Control Systems","S",11
"2001_2005","Behavioral Sciences","S",24
"2001_2005","Biochemical Research Methods","S",32
"2001_2005","Biochemistry & Molecular Biology","S",44
"2001_2005","Biodiversity Conservation","S",42
"2001_2005","Biology","S",37
"2001_2005","Biomedical Social Sciences","S",9
"2001_2005","Biophysics","S",23
"2001_2005","Biotechnology & Applied Microbiology","S",44
"2001_2005","Business","S",16
"2001_2005","Cardiology","S",7
"2001_2005","Cell Biology","S",31
"2001_2005","Cell & Tissue Engineering","S",4
"2001_2005","Chemistry","S",35
"2001_2005","Clinical Neurology","S",8
"2001_2005","Communication","S",1
"2001_2005","Computer Science","S",28
"2001_2005","Construction & Building Technology","S",4
"2001_2005","Crystallography","S",8
"2001_2005","Cultural Studies","S",1
"2001_2005","Demography","S",4
"2001_2005","Dentistry, Oral Surgery & Medicine","S",8
"2001_2005","Dermatology","S",5
"2001_2005","Developmental Biology","S",22
"2001_2005","Ecology","S",46
"2001_2005","Economics","S",16
"2001_2005","Education","S",6
"2001_2005","Electrochemistry","S",1
"2001_2005","Endocrinology & Metabolism","S",16
"2001_2005","Energy & Fuels","S",9
"2001_2005","Engineering","S",32
"2001_2005","Entomology","S",37
"2001_2005","Environmental Studies","S",33
"2001_2005","Ethics","S",8
"2001_2005","Ethnic Studies","S",1
"2001_2005","Evolutionary Biology","S",42
"2001_2005","Family Studies","S",1
"2001_2005","Fisheries","S",38
"2001_2005","Folklore","S",1
"2001_2005","Food Science & Technology","S",29
"2001_2005","Forestry","S",38
"2001_2005","Gastroenterology & Hepatology","S",17
"2001_2005","General & Internal Medicine","S",5
"2001_2005","Genetics & Heredity","S",46
"2001_2005","Geochemistry & Geophysics","S",10
"2001_2005","Geography","S",37
"2001_2005","Geology","S",37
"2001_2005","Geosciences, Multidisciplinary","S",36
"2001_2005","Geriatrics & Gerontology","S",6
"2001_2005","Government & Law","S",7
"2001_2005","Health Care Sciences & Services","S",1
"2001_2005","Hematology","S",11
"2001_2005","History","S",11
"2001_2005","Horticulture","S",37
"2001_2005","Hospitality, Leisure, Sport & Tourism","S",1
"2001_2005","Humanities, Multidisciplinary","S",1
"2001_2005","Imaging Science & Photographic Technology","S",17
"2001_2005","Immunology","S",37
"2001_2005","Infectious Diseases","S",34
"2001_2005","Information Science & Library Science","S",8
"2001_2005","Instruments & Instrumentation","S",10
"2001_2005","Integrative & Complementary Medicine","S",6
"2001_2005","International Relations","S",5
"2001_2005","Language & Linguistics","S",1
"2001_2005","Law","S",7
"2001_2005","Legal Medicine","S",7
"2001_2005","Life Sciences & Biomedicine - Other Topics","S",37
"2001_2005","Limnology","S",32
"2001_2005","Linguistics","S",2
"2001_2005","Literature","S",1
"2001_2005","Management","S",4
"2001_2005","Marine & Freshwater Biology","S",43
"2001_2005","Materials Science","S",16
"2001_2005","Mathematical & Computational Biology","S",23
"2001_2005","Mathematical Methods In Social Sciences","S",6
"2001_2005","Mathematics","S",23
"2001_2005","Mechanics","S",3
"2001_2005","Medical Subscience","S",6
"2001_2005","Medicine, General & Internal","S",5
"2001_2005","Medicine, Legal","S",7
"2001_2005","Medicine, Research & Experimental","S",20
"2001_2005","Metallurgy & Metallurgical Engineering","S",1
"2001_2005","Meteorology & Atmospheric Sciences","S",22
"2001_2005","Microbiology","S",47
"2001_2005","Microscopy","S",6
"2001_2005","Mineralogy","S",2
"2001_2005","Mining & Mineral Processing","S",7
"2001_2005","Multidisciplinary Sciences","S",37
"2001_2005","Mycology","S",31
"2001_2005","Nanoscience & Nanotechnology","S",7
"2001_2005","Neurosciences","S",24
"2001_2005","Nuclear Science & Technology","S",3
"2001_2005","Nutrition & Dietetics","S",11
"2001_2005","Obstetrics & Gynecology","S",4
"2001_2005","Oceanography","S",43
"2001_2005","Oncology","S",21
"2001_2005","Operations Research & Management Science","S",14
"2001_2005","Ophthalmology","S",2
"2001_2005","Optics","S",5
"2001_2005","Ornithology","S",27
"2001_2005","Paleontology","S",34
"2001_2005","Parasitology","S",33
"2001_2005","Pathology","S",21
"2001_2005","Pediatrics","S",7
"2001_2005","Peripheral Vascular Disease","S",4
"2001_2005","Pharmacology & Pharmacy","S",31
"2001_2005","Physical Geography","S",37
"2001_2005","Physics","S",16
"2001_2005","Physiology","S",23
"2001_2005","Planning & Development","S",13
"2001_2005","Plant Sciences","S",47
"2001_2005","Political Science","S",1
"2001_2005","Polymer Science","S",2
"2001_2005","Psychiatry","S",5
"2001_2005","Psychology","S",11
"2001_2005","Public Administration","S",14
"2001_2005","Public, Environmental & Occupational Health","S",26
"2001_2005","Radiology, Nuclear Medicine & Medical Imaging","S",5
"2001_2005","Remote Sensing","S",20
"2001_2005","Reproductive Biology","S",14
"2001_2005","Research & Experimental Medicine","S",20
"2001_2005","Respiratory System","S",7
"2001_2005","Robotics","S",7
"2001_2005","Science & Technology - Other Topics","S",37
"2001_2005","Social Sciences","S",16
"2001_2005","Sociology","S",13
"2001_2005","Soil Science","S",29
"2001_2005","Spectroscopy","S",5
"2001_2005","Sport Sciences","S",6
"2001_2005","Statistics & Probability","S",16
"2001_2005","Substance Abuse","S",3
"2001_2005","Surgery","S",9
"2001_2005","Telecommunications","S",7
"2001_2005","Thermodynamics","S",3
"2001_2005","Toxicology","S",32
"2001_2005","Transplantation","S",10
"2001_2005","Transportation","S",2
"2001_2005","Tropical Medicine","S",27
"2001_2005","Urban Studies","S",20
"2001_2005","Urology & Nephrology","S",2
"2001_2005","Veterinary Sciences","S",28
"2001_2005","Virology","S",31
"2001_2005","Water Resources","S",35
"2001_2005","Zoology","S",41
"2006_2012","Acoustics","S",1
"2006_2012","Agriculture","S",37
"2006_2012","Agronomy","S",35
"2006_2012","Allergy","S",13
"2006_2012","Anatomy & Morphology","S",16
"2006_2012","Anthropology","S",22
"2006_2012","Archaeology","S",12
"2006_2012","Architecture","S",3
"2006_2012","Area Studies","S",2
"2006_2012","Astronomy & Astrophysics","S",4
"2006_2012","Automation & Control Systems","S",18
"2006_2012","Behavioral Sciences","S",24
"2006_2012","Biochemical Research Methods","S",26
"2006_2012","Biochemistry & Molecular Biology","S",43
"2006_2012","Biodiversity Conservation","S",37
"2006_2012","Biology","S",35
"2006_2012","Biomedical Social Sciences","S",5
"2006_2012","Biophysics","S",19
"2006_2012","Biotechnology & Applied Microbiology","S",38
"2006_2012","Business","S",21
"2006_2012","Cardiology","S",3
"2006_2012","Cell Biology","S",27
"2006_2012","Cell & Tissue Engineering","S",3
"2006_2012","Chemistry","S",33
"2006_2012","Clinical Neurology","S",2
"2006_2012","Communication","S",3
"2006_2012","Computer Science","S",27
"2006_2012","Construction & Building Technology","S",4
"2006_2012","Crystallography","S",10
"2006_2012","Cultural Studies","S",2
"2006_2012","Demography","S",2
"2006_2012","Dentistry, Oral Surgery & Medicine","S",8
"2006_2012","Dermatology","S",3
"2006_2012","Developmental Biology","S",21
"2006_2012","Ecology","S",44
"2006_2012","Economics","S",16
"2006_2012","Education","S",5
"2006_2012","Electrochemistry","S",7
"2006_2012","Endocrinology & Metabolism","S",11
"2006_2012","Energy & Fuels","S",15
"2006_2012","Engineering","S",31
"2006_2012","Entomology","S",33
"2006_2012","Environmental Studies","S",26
"2006_2012","Ergonomics","S",1
"2006_2012","Ethics","S",4
"2006_2012","Ethnic Studies","S",1
"2006_2012","Evolutionary Biology","S",40
"2006_2012","Fisheries","S",34
"2006_2012","Folklore","S",1
"2006_2012","Food Science & Technology","S",32
"2006_2012","Forestry","S",35
"2006_2012","Gastroenterology & Hepatology","S",18
"2006_2012","General & Internal Medicine","S",4
"2006_2012","Genetics & Heredity","S",43
"2006_2012","Geochemistry & Geophysics","S",6
"2006_2012","Geography","S",35
"2006_2012","Geology","S",34
"2006_2012","Geosciences, Multidisciplinary","S",32
"2006_2012","Geriatrics & Gerontology","S",1
"2006_2012","Government & Law","S",8
"2006_2012","Health Care Sciences & Services","S",6
"2006_2012","Health Policy & Services","S",5
"2006_2012","Hematology","S",9
"2006_2012","History","S",12
"2006_2012","Horticulture","S",31
"2006_2012","Hospitality, Leisure, Sport & Tourism","S",3
"2006_2012","Humanities, Multidisciplinary","S",3
"2006_2012","Imaging Science & Photographic Technology","S",20
"2006_2012","Immunology","S",33
"2006_2012","Infectious Diseases","S",34
"2006_2012","Information Science & Library Science","S",7
"2006_2012","Instruments & Instrumentation","S",8
"2006_2012","Integrative & Complementary Medicine","S",9
"2006_2012","International Relations","S",7
"2006_2012","Law","S",8
"2006_2012","Legal Medicine","S",6
"2006_2012","Life Sciences & Biomedicine - Other Topics","S",35
"2006_2012","Limnology","S",27
"2006_2012","Literature","S",1
"2006_2012","Management","S",10
"2006_2012","Marine & Freshwater Biology","S",37
"2006_2012","Materials Science","S",16
"2006_2012","Mathematical & Computational Biology","S",26
"2006_2012","Mathematical Methods In Social Sciences","S",2
"2006_2012","Mathematics","S",23
"2006_2012","Mechanics","S",7
"2006_2012","Medical Subscience","S",11
"2006_2012","Medicine, General & Internal","S",4
"2006_2012","Medicine, Legal","S",6
"2006_2012","Medicine, Research & Experimental","S",12
"2006_2012","Meteorology & Atmospheric Sciences","S",19
"2006_2012","Microbiology","S",40
"2006_2012","Microscopy","S",10
"2006_2012","Mineralogy","S",2
"2006_2012","Mining & Mineral Processing","S",2
"2006_2012","Multidisciplinary Sciences","S",33
"2006_2012","Mycology","S",31
"2006_2012","Nanoscience & Nanotechnology","S",13
"2006_2012","Neurosciences","S",21
"2006_2012","Nuclear Science & Technology","S",1
"2006_2012","Nutrition & Dietetics","S",11
"2006_2012","Obstetrics & Gynecology","S",7
"2006_2012","Oceanography","S",30
"2006_2012","Oncology","S",17
"2006_2012","Operations Research & Management Science","S",18
"2006_2012","Optics","S",9
"2006_2012","Ornithology","S",24
"2006_2012","Orthopedics","S",2
"2006_2012","Paleontology","S",28
"2006_2012","Parasitology","S",33
"2006_2012","Pathology","S",16
"2006_2012","Pediatrics","S",7
"2006_2012","Peripheral Vascular Disease","S",3
"2006_2012","Pharmacology & Pharmacy","S",28
"2006_2012","Philosophy","S",2
"2006_2012","Physical Geography","S",35
"2006_2012","Physics","S",14
"2006_2012","Physiology","S",19
"2006_2012","Planning & Development","S",11
"2006_2012","Plant Sciences","S",39
"2006_2012","Political Science","S",6
"2006_2012","Polymer Science","S",5
"2006_2012","Psychiatry","S",7
"2006_2012","Psychology","S",11
"2006_2012","Public Administration","S",12
"2006_2012","Public, Environmental & Occupational Health","S",26
"2006_2012","Radiology, Nuclear Medicine & Medical Imaging","S",3
"2006_2012","Remote Sensing","S",22
"2006_2012","Reproductive Biology","S",18
"2006_2012","Research & Experimental Medicine","S",12
"2006_2012","Respiratory System","S",7
"2006_2012","Robotics","S",10
"2006_2012","Science & Technology - Other Topics","S",33
"2006_2012","Social Sciences","S",9
"2006_2012","Sociology","S",15
"2006_2012","Soil Science","S",24
"2006_2012","Spectroscopy","S",3
"2006_2012","Sport Sciences","S",4
"2006_2012","Statistics & Probability","S",18
"2006_2012","Substance Abuse","S",1
"2006_2012","Surgery","S",6
"2006_2012","Telecommunications","S",12
"2006_2012","Thermodynamics","S",4
"2006_2012","Toxicology","S",26
"2006_2012","Transplantation","S",5
"2006_2012","Transportation","S",3
"2006_2012","Tropical Medicine","S",22
"2006_2012","Urban Studies","S",13
"2006_2012","Veterinary Sciences","S",28
"2006_2012","Virology","S",31
"2006_2012","Water Resources","S",29
"2006_2012","Women's Studies","S",2
"2006_2012","Zoology","S",38
"1990_1995","Agriculture","S_asymp",46.140500736377
"1990_1995","Agronomy","S_asymp",45.9942693409742
"1990_1995","Allergy","S_asymp",4.5
"1990_1995","Anatomy & Morphology","S_asymp",21.8525641025641
"1990_1995","Anthropology","S_asymp",36.0727272727273
"1990_1995","Archaeology","S_asymp",5
"1990_1995","Astronomy & Astrophysics","S_asymp",2.5
"1990_1995","Behavioral Sciences","S_asymp",28.3333333333333
"1990_1995","Biochemical Research Methods","S_asymp",45.8717948717949
"1990_1995","Biochemistry & Molecular Biology","S_asymp",58.232697740113
"1990_1995","Biodiversity Conservation","S_asymp",61.0319383259912
"1990_1995","Biology","S_asymp",42.0663900414938
"1990_1995","Biomedical Social Sciences","S_asymp",2.5
"1990_1995","Biophysics","S_asymp",27.8222222222222
"1990_1995","Biotechnology & Applied Microbiology","S_asymp",48.1042372881356
"1990_1995","Business","S_asymp",14.859375
"1990_1995","Cardiology","S_asymp",2.5
"1990_1995","Cell Biology","S_asymp",36.0625
"1990_1995","Cell & Tissue Engineering","S_asymp",2.5
"1990_1995","Chemistry","S_asymp",29.0211148648649
"1990_1995","Clinical Neurology","S_asymp",2.5
"1990_1995","Computer Science","S_asymp",18.35
"1990_1995","Crystallography","S_asymp",2.5
"1990_1995","Demography","S_asymp",1
"1990_1995","Dentistry, Oral Surgery & Medicine","S_asymp",11.6666666666667
"1990_1995","Developmental Biology","S_asymp",29.0344827586207
"1990_1995","Ecology","S_asymp",46.1249240583232
"1990_1995","Economics","S_asymp",11.7333333333333
"1990_1995","Education","S_asymp",1
"1990_1995","Electrochemistry","S_asymp",1
"1990_1995","Endocrinology & Metabolism","S_asymp",12.5555555555556
"1990_1995","Energy & Fuels","S_asymp",16.7142857142857
"1990_1995","Engineering","S_asymp",33.0029411764706
"1990_1995","Entomology","S_asymp",39.3026819923372
"1990_1995","Environmental Studies","S_asymp",32.2159624413146
"1990_1995","Ethics","S_asymp",13
"1990_1995","Ethnic Studies","S_asymp",1
"1990_1995","Evolutionary Biology","S_asymp",59.9741935483871
"1990_1995","Fisheries","S_asymp",41.4014598540146
"1990_1995","Food Science & Technology","S_asymp",16.6117647058824
"1990_1995","Forestry","S_asymp",48.5963431786217
"1990_1995","Gastroenterology & Hepatology","S_asymp",9.4
"1990_1995","General & Internal Medicine","S_asymp",5
"1990_1995","Genetics & Heredity","S_asymp",51.1187817258883
"1990_1995","Geography","S_asymp",38.953216374269
"1990_1995","Geology","S_asymp",49.4503816793893
"1990_1995","Geosciences, Multidisciplinary","S_asymp",34.9065420560748
"1990_1995","Geriatrics & Gerontology","S_asymp",1
"1990_1995","Government & Law","S_asymp",2.33333333333333
"1990_1995","Health Care Sciences & Services","S_asymp",2.5
"1990_1995","Health Policy & Services","S_asymp",1
"1990_1995","Hematology","S_asymp",25.9333333333333
"1990_1995","History","S_asymp",8.5
"1990_1995","Horticulture","S_asymp",49.6075801749271
"1990_1995","Hospitality, Leisure, Sport & Tourism","S_asymp",1
"1990_1995","Imaging Science & Photographic Technology","S_asymp",18.5
"1990_1995","Immunology","S_asymp",47.0499690594059
"1990_1995","Industrial Relations & Labor","S_asymp",1
"1990_1995","Infectious Diseases","S_asymp",37.8924731182796
"1990_1995","Information Science & Library Science","S_asymp",1
"1990_1995","Integrative & Complementary Medicine","S_asymp",5
"1990_1995","Law","S_asymp",2.33333333333333
"1990_1995","Life Sciences & Biomedicine - Other Topics","S_asymp",42.0663900414938
"1990_1995","Limnology","S_asymp",44.0454545454545
"1990_1995","Management","S_asymp",1
"1990_1995","Marine & Freshwater Biology","S_asymp",41.1211034912718
"1990_1995","Materials Science","S_asymp",2.5
"1990_1995","Mathematical & Computational Biology","S_asymp",34.575
"1990_1995","Mathematics","S_asymp",10.6666666666667
"1990_1995","Mechanics","S_asymp",1
"1990_1995","Medical Subscience","S_asymp",16.7142857142857
"1990_1995","Medicine, General & Internal","S_asymp",5
"1990_1995","Medicine, Research & Experimental","S_asymp",34.2790697674419
"1990_1995","Meteorology & Atmospheric Sciences","S_asymp",42.3142857142857
"1990_1995","Microbiology","S_asymp",48.1133110687023
"1990_1995","Microscopy","S_asymp",37.8
"1990_1995","Mining & Mineral Processing","S_asymp",1
"1990_1995","Multidisciplinary Sciences","S_asymp",43.9741935483871
"1990_1995","Mycology","S_asymp",22.5409836065574
"1990_1995","Neurosciences","S_asymp",40.4235197368421
"1990_1995","Nutrition & Dietetics","S_asymp",2.5
"1990_1995","Obstetrics & Gynecology","S_asymp",2.5
"1990_1995","Oceanography","S_asymp",31.5551985981308
"1990_1995","Oncology","S_asymp",28.4727272727273
"1990_1995","Operations Research & Management Science","S_asymp",2.5
"1990_1995","Ornithology","S_asymp",30.0491803278689
"1990_1995","Paleontology","S_asymp",90.1420118343195
"1990_1995","Parasitology","S_asymp",38.562082777036
"1990_1995","Pathology","S_asymp",64.1851851851852
"1990_1995","Pediatrics","S_asymp",2.5
"1990_1995","Pharmacology & Pharmacy","S_asymp",46.2277777777778
"1990_1995","Physical Geography","S_asymp",34.0574894514768
"1990_1995","Physics","S_asymp",2.33333333333333
"1990_1995","Physiology","S_asymp",30.9880514705882
"1990_1995","Planning & Development","S_asymp",5
"1990_1995","Plant Sciences","S_asymp",45.3996285979573
"1990_1995","Polymer Science","S_asymp",1
"1990_1995","Psychiatry","S_asymp",2.5
"1990_1995","Psychology","S_asymp",14.75
"1990_1995","Public Administration","S_asymp",5
"1990_1995","Public, Environmental & Occupational Health","S_asymp",62.7788461538462
"1990_1995","Radiology, Nuclear Medicine & Medical Imaging","S_asymp",5
"1990_1995","Remote Sensing","S_asymp",18.5
"1990_1995","Reproductive Biology","S_asymp",21.6736842105263
"1990_1995","Research & Experimental Medicine","S_asymp",34.2790697674419
"1990_1995","Respiratory System","S_asymp",2.5
"1990_1995","Science & Technology - Other Topics","S_asymp",43.9741935483871
"1990_1995","Social Sciences","S_asymp",48.8
"1990_1995","Sociology","S_asymp",39.5384615384615
"1990_1995","Soil Science","S_asymp",34.4512867647059
"1990_1995","Sport Sciences","S_asymp",1
"1990_1995","Statistics & Probability","S_asymp",8.5
"1990_1995","Surgery","S_asymp",2.33333333333333
"1990_1995","Toxicology","S_asymp",23.3977272727273
"1990_1995","Transplantation","S_asymp",4.83333333333333
"1990_1995","Tropical Medicine","S_asymp",75.4354838709677
"1990_1995","Urban Studies","S_asymp",34.551724137931
"1990_1995","Urology & Nephrology","S_asymp",2.5
"1990_1995","Veterinary Sciences","S_asymp",33.7
"1990_1995","Virology","S_asymp",47.5674603174603
"1990_1995","Water Resources","S_asymp",25.6775956284153
"1990_1995","Zoology","S_asymp",50.1518719806763
"1996_2000","Agriculture","S_asymp",42.9982285208149
"1996_2000","Agronomy","S_asymp",52.4848668280872
"1996_2000","Allergy","S_asymp",5.71428571428571
"1996_2000","Anatomy & Morphology","S_asymp",20.5054945054945
"1996_2000","Anthropology","S_asymp",44.9724409448819
"1996_2000","Archaeology","S_asymp",9.4
"1996_2000","Area Studies","S_asymp",2
"1996_2000","Art","S_asymp",2.5
"1996_2000","Astronomy & Astrophysics","S_asymp",18.5
"1996_2000","Automation & Control Systems","S_asymp",17.3076923076923
"1996_2000","Behavioral Sciences","S_asymp",21.5462686567164
"1996_2000","Biochemical Research Methods","S_asymp",35.0235849056604
"1996_2000","Biochemistry & Molecular Biology","S_asymp",53.9949622166247
"1996_2000","Biodiversity Conservation","S_asymp",43.1240694789082
"1996_2000","Biology","S_asymp",47.9840707964602
"1996_2000","Biomedical Social Sciences","S_asymp",2.5
"1996_2000","Biophysics","S_asymp",60.9135338345865
"1996_2000","Biotechnology & Applied Microbiology","S_asymp",55.1583756345178
"1996_2000","Business","S_asymp",25.843137254902
"1996_2000","Cardiology","S_asymp",29.7777777777778
"1996_2000","Cell Biology","S_asymp",43.6366197183099
"1996_2000","Cell & Tissue Engineering","S_asymp",1
"1996_2000","Chemistry","S_asymp",87.7868217054263
"1996_2000","Clinical Neurology","S_asymp",6.5
"1996_2000","Communication","S_asymp",1
"1996_2000","Computer Science","S_asymp",27.5681415929204
"1996_2000","Crystallography","S_asymp",5
"1996_2000","Demography","S_asymp",2.33333333333333
"1996_2000","Dentistry, Oral Surgery & Medicine","S_asymp",19.6666666666667
"1996_2000","Dermatology","S_asymp",11.6666666666667
"1996_2000","Developmental Biology","S_asymp",27.8730158730159
"1996_2000","Ecology","S_asymp",47.9997995590299
"1996_2000","Economics","S_asymp",20.9964539007092
"1996_2000","Education","S_asymp",8.5
"1996_2000","Electrochemistry","S_asymp",2.5
"1996_2000","Endocrinology & Metabolism","S_asymp",20.5789473684211
"1996_2000","Energy & Fuels","S_asymp",72.8695652173913
"1996_2000","Engineering","S_asymp",39.6099290780142
"1996_2000","Entomology","S_asymp",41.2365010799136
"1996_2000","Environmental Studies","S_asymp",41.6194690265487
"1996_2000","Ergonomics","S_asymp",1
"1996_2000","Ethics","S_asymp",16.3333333333333
"1996_2000","Evolutionary Biology","S_asymp",49.4967602591793
"1996_2000","Fisheries","S_asymp",40.9933184855234
"1996_2000","Food Science & Technology","S_asymp",23.9946808510638
"1996_2000","Forestry","S_asymp",44.5959550561798
"1996_2000","Gastroenterology & Hepatology","S_asymp",23.0175438596491
"1996_2000","General & Internal Medicine","S_asymp",21.375
"1996_2000","Genetics & Heredity","S_asymp",48.497620306716
"1996_2000","Geochemistry & Geophysics","S_asymp",8.5
"1996_2000","Geography","S_asymp",46.1116557734205
"1996_2000","Geology","S_asymp",34.9947643979058
"1996_2000","Geosciences, Multidisciplinary","S_asymp",37.068955399061
"1996_2000","Geriatrics & Gerontology","S_asymp",1
"1996_2000","Government & Law","S_asymp",8.5
"1996_2000","Health Care Sciences & Services","S_asymp",2.5
"1996_2000","Health Policy & Services","S_asymp",1
"1996_2000","Hematology","S_asymp",36.5294117647059
"1996_2000","History","S_asymp",9.11764705882353
"1996_2000","Horticulture","S_asymp",38.9856459330144
"1996_2000","Hospitality, Leisure, Sport & Tourism","S_asymp",2.33333333333333
"1996_2000","Imaging Science & Photographic Technology","S_asymp",16.6117647058824
"1996_2000","Immunology","S_asymp",44.5945288753799
"1996_2000","Infectious Diseases","S_asymp",39.378156996587
"1996_2000","Information Science & Library Science","S_asymp",5
"1996_2000","Instruments & Instrumentation","S_asymp",18.5
"1996_2000","Integrative & Complementary Medicine","S_asymp",44.6
"1996_2000","International Relations","S_asymp",13
"1996_2000","Language & Linguistics","S_asymp",1
"1996_2000","Law","S_asymp",5
"1996_2000","Legal Medicine","S_asymp",5
"1996_2000","Life Sciences & Biomedicine - Other Topics","S_asymp",47.9840707964602
"1996_2000","Limnology","S_asymp",39.1010860484545
"1996_2000","Linguistics","S_asymp",1
"1996_2000","Management","S_asymp",4.5
"1996_2000","Marine & Freshwater Biology","S_asymp",55.4927787406124
