"ResAreas_Orig" "B_den" "C_den" "D" "TimeWindow" "TBI"
"Fisheries" 0.19047619047619 0.0952380952380952 0.285714285714286 "Time3_4" "Jaccard"
"Folklore" 0 0 0 "Time3_4" "Jaccard"
"Food Science & Technology" 0.135135135135135 0.216216216216216 0.351351351351351 "Time3_4" "Jaccard"
"Forestry" 0.146341463414634 0.0731707317073171 0.219512195121951 "Time3_4" "Jaccard"
"Gastroenterology & Hepatology" 0.28 0.32 0.6 "Time3_4" "Jaccard"
"General & Internal Medicine" 0.5 0.375 0.875 "Time3_4" "Jaccard"
"Genetics & Heredity" 0.104166666666667 0.0416666666666667 0.145833333333333 "Time3_4" "Jaccard"
"Geochemistry & Geophysics" 0.5 0.166666666666667 0.666666666666667 "Time3_4" "Jaccard"
"Geography" 0.125 0.075 0.2 "Time3_4" "Jaccard"
"Geology" 0.19047619047619 0.119047619047619 0.30952380952381 "Time3_4" "Jaccard"
"Geosciences, Multidisciplinary" 0.219512195121951 0.121951219512195 0.341463414634146 "Time3_4" "Jaccard"
"Geriatrics & Gerontology" 0.833333333333333 0 0.833333333333333 "Time3_4" "Jaccard"
"Government & Law" 0.2 0.3 0.5 "Time3_4" "Jaccard"
"Health Care Sciences & Services" 0 0.833333333333333 0.833333333333333 "Time3_4" "Jaccard"
"Hematology" 0.4375 0.3125 0.75 "Time3_4" "Jaccard"
"History" 0.2 0.266666666666667 0.466666666666667 "Time3_4" "Jaccard"
"Horticulture" 0.24390243902439 0.0975609756097561 0.341463414634146 "Time3_4" "Jaccard"
"Hospitality, Leisure, Sport & Tourism" 0.25 0.75 1 "Time3_4" "Jaccard"
"Humanities, Multidisciplinary" 0 0.666666666666667 0.666666666666667 "Time3_4" "Jaccard"
"Imaging Science & Photographic Technology" 0.2 0.32 0.52 "Time3_4" "Jaccard"
"Immunology" 0.195121951219512 0.0975609756097561 0.292682926829268 "Time3_4" "Jaccard"
"Infectious Diseases" 0.170731707317073 0.170731707317073 0.341463414634146 "Time3_4" "Jaccard"
"Information Science & Library Science" 0.363636363636364 0.272727272727273 0.636363636363636 "Time3_4" "Jaccard"
"Instruments & Instrumentation" 0.466666666666667 0.333333333333333 0.8 "Time3_4" "Jaccard"
"Integrative & Complementary Medicine" 0.25 0.5 0.75 "Time3_4" "Jaccard"
"International Relations" 0.125 0.375 0.5 "Time3_4" "Jaccard"
"Law" 0.2 0.3 0.5 "Time3_4" "Jaccard"
"Legal Medicine" 0.4 0.3 0.7 "Time3_4" "Jaccard"
"Life Sciences & Biomedicine - Other Topics" 0.146341463414634 0.0975609756097561 0.24390243902439 "Time3_4" "Jaccard"
"Limnology" 0.27027027027027 0.135135135135135 0.405405405405405 "Time3_4" "Jaccard"
"Literature" 0.5 0.5 1 "Time3_4" "Jaccard"
"Management" 0.0909090909090909 0.636363636363636 0.727272727272727 "Time3_4" "Jaccard"
"Marine & Freshwater Biology" 0.195652173913043 0.0652173913043478 0.260869565217391 "Time3_4" "Jaccard"
"Materials Science" 0.111111111111111 0.111111111111111 0.222222222222222 "Time3_4" "Jaccard"
"Mathematical & Computational Biology" 0.133333333333333 0.233333333333333 0.366666666666667 "Time3_4" "Jaccard"
"Mathematical Methods In Social Sciences" 0.666666666666667 0 0.666666666666667 "Time3_4" "Jaccard"
"Mathematics" 0.148148148148148 0.148148148148148 0.296296296296296 "Time3_4" "Jaccard"
"Mechanics" 0.3 0.7 1 "Time3_4" "Jaccard"
"Medical Subscience" 0.0833333333333333 0.5 0.583333333333333 "Time3_4" "Jaccard"
"Medicine, General & Internal" 0.5 0.375 0.875 "Time3_4" "Jaccard"
"Medicine, Legal" 0.4 0.3 0.7 "Time3_4" "Jaccard"
"Medicine, Research & Experimental" 0.478260869565217 0.130434782608696 0.608695652173913 "Time3_4" "Jaccard"
"Meteorology & Atmospheric Sciences" 0.344827586206897 0.241379310344828 0.586206896551724 "Time3_4" "Jaccard"
"Microbiology" 0.148936170212766 0 0.148936170212766 "Time3_4" "Jaccard"
"Microscopy" 0.230769230769231 0.538461538461538 0.769230769230769 "Time3_4" "Jaccard"
"Mineralogy" 0.333333333333333 0.333333333333333 0.666666666666667 "Time3_4" "Jaccard"
"Mining & Mineral Processing" 0.777777777777778 0.222222222222222 1 "Time3_4" "Jaccard"
"Multidisciplinary Sciences" 0.175 0.075 0.25 "Time3_4" "Jaccard"
"Mycology" 0.0606060606060606 0.0606060606060606 0.121212121212121 "Time3_4" "Jaccard"
"Nanoscience & Nanotechnology" 0.1875 0.5625 0.75 "Time3_4" "Jaccard"
"Neurosciences" 0.32258064516129 0.225806451612903 0.548387096774194 "Time3_4" "Jaccard"
"Nuclear Science & Technology" 0.75 0.25 1 "Time3_4" "Jaccard"
"Nutrition & Dietetics" 0.352941176470588 0.352941176470588 0.705882352941177 "Time3_4" "Jaccard"
"Obstetrics & Gynecology" 0.3 0.6 0.9 "Time3_4" "Jaccard"
"Oceanography" 0.347826086956522 0.0652173913043478 0.41304347826087 "Time3_4" "Jaccard"
"Oncology" 0.37037037037037 0.222222222222222 0.592592592592593 "Time3_4" "Jaccard"
"Operations Research & Management Science" 0.28 0.44 0.72 "Time3_4" "Jaccard"
"Optics" 0.25 0.583333333333333 0.833333333333333 "Time3_4" "Jaccard"
"Ornithology" 0.272727272727273 0.181818181818182 0.454545454545455 "Time3_4" "Jaccard"
"Paleontology" 0.222222222222222 0.0555555555555556 0.277777777777778 "Time3_4" "Jaccard"
"Parasitology" 0.153846153846154 0.153846153846154 0.307692307692308 "Time3_4" "Jaccard"
"Pathology" 0.384615384615385 0.192307692307692 0.576923076923077 "Time3_4" "Jaccard"
"Pediatrics" 0.363636363636364 0.363636363636364 0.727272727272727 "Time3_4" "Jaccard"
"Peripheral Vascular Disease" 0.5 0.333333333333333 0.833333333333333 "Time3_4" "Jaccard"
"Pharmacology & Pharmacy" 0.222222222222222 0.138888888888889 0.361111111111111 "Time3_4" "Jaccard"
"Physical Geography" 0.125 0.075 0.2 "Time3_4" "Jaccard"
"Physics" 0.363636363636364 0.272727272727273 0.636363636363636 "Time3_4" "Jaccard"
"Physiology" 0.321428571428571 0.178571428571429 0.5 "Time3_4" "Jaccard"
"Planning & Development" 0.3125 0.1875 0.5 "Time3_4" "Jaccard"
"Plant Sciences" 0.170212765957447 0 0.170212765957447 "Time3_4" "Jaccard"
"Political Science" 0 0.833333333333333 0.833333333333333 "Time3_4" "Jaccard"
"Polymer Science" 0.166666666666667 0.666666666666667 0.833333333333333 "Time3_4" "Jaccard"
"Psychiatry" 0.416666666666667 0.583333333333333 1 "Time3_4" "Jaccard"
"Psychology" 0.352941176470588 0.352941176470588 0.705882352941177 "Time3_4" "Jaccard"
"Public Administration" 0.25 0.125 0.375 "Time3_4" "Jaccard"
"Public, Environmental & Occupational Health" 0.257142857142857 0.257142857142857 0.514285714285714 "Time3_4" "Jaccard"
"Radiology, Nuclear Medicine & Medical Imaging" 0.5 0.166666666666667 0.666666666666667 "Time3_4" "Jaccard"
"Remote Sensing" 0.12 0.2 0.32 "Time3_4" "Jaccard"
"Reproductive Biology" 0.181818181818182 0.363636363636364 0.545454545454545 "Time3_4" "Jaccard"
"Research & Experimental Medicine" 0.478260869565217 0.130434782608696 0.608695652173913 "Time3_4" "Jaccard"
"Respiratory System" 0.416666666666667 0.416666666666667 0.833333333333333 "Time3_4" "Jaccard"
"Robotics" 0.333333333333333 0.533333333333333 0.866666666666667 "Time3_4" "Jaccard"
"Science & Technology - Other Topics" 0.175 0.075 0.25 "Time3_4" "Jaccard"
"Social Sciences" 0.526315789473684 0.157894736842105 0.684210526315789 "Time3_4" "Jaccard"
"Sociology" 0.166666666666667 0.277777777777778 0.444444444444444 "Time3_4" "Jaccard"
"Soil Science" 0.272727272727273 0.121212121212121 0.393939393939394 "Time3_4" "Jaccard"
"Spectroscopy" 0.571428571428571 0.285714285714286 0.857142857142857 "Time3_4" "Jaccard"
"Sport Sciences" 0.555555555555556 0.333333333333333 0.888888888888889 "Time3_4" "Jaccard"
"Statistics & Probability" 0.181818181818182 0.272727272727273 0.454545454545455 "Time3_4" "Jaccard"
"Substance Abuse" 0.75 0.25 1 "Time3_4" "Jaccard"
"Surgery" 0.5 0.25 0.75 "Time3_4" "Jaccard"
"Telecommunications" 0.25 0.5625 0.8125 "Time3_4" "Jaccard"
"Thermodynamics" 0.333333333333333 0.5 0.833333333333333 "Time3_4" "Jaccard"
"Toxicology" 0.277777777777778 0.111111111111111 0.388888888888889 "Time3_4" "Jaccard"
"Transplantation" 0.583333333333333 0.166666666666667 0.75 "Time3_4" "Jaccard"
"Transportation" 0.25 0.5 0.75 "Time3_4" "Jaccard"
"Tropical Medicine" 0.3125 0.15625 0.46875 "Time3_4" "Jaccard"
"Urban Studies" 0.458333333333333 0.166666666666667 0.625 "Time3_4" "Jaccard"
"Veterinary Sciences" 0.2 0.2 0.4 "Time3_4" "Jaccard"
"Virology" 0.184210526315789 0.184210526315789 0.368421052631579 "Time3_4" "Jaccard"
"Water Resources" 0.236842105263158 0.0789473684210526 0.315789473684211 "Time3_4" "Jaccard"
"Zoology" 0.136363636363636 0.0681818181818182 0.204545454545455 "Time3_4" "Jaccard"
"Agriculture" 0.0661703887510339 0.598842018196857 0.665012406947891 "Time1_2" "Ruzicka"
"Agronomy" 0.0832408435072142 0.612652608213097 0.695893451720311 "Time1_2" "Ruzicka"
"Allergy" 0.3 0.6 0.9 "Time1_2" "Ruzicka"
"Anatomy & Morphology" 0.264150943396226 0.509433962264151 0.773584905660377 "Time1_2" "Ruzicka"
"Anthropology" 0.0522388059701493 0.671641791044776 0.723880597014925 "Time1_2" "Ruzicka"
"Archaeology" 0.230769230769231 0.769230769230769 1 "Time1_2" "Ruzicka"
"Astronomy & Astrophysics" 0.25 0.75 1 "Time1_2" "Ruzicka"
"Behavioral Sciences" 0.141025641025641 0.692307692307692 0.833333333333333 "Time1_2" "Ruzicka"
"Biochemical Research Methods" 0.109243697478992 0.672268907563025 0.781512605042017 "Time1_2" "Ruzicka"
"Biochemistry & Molecular Biology" 0.0946408209806157 0.596351197263398 0.690992018244014 "Time1_2" "Ruzicka"
"Biodiversity Conservation" 0.00982800982800983 0.814086814086814 0.823914823914824 "Time1_2" "Ruzicka"
"Biology" 0.0842787682333874 0.609400324149109 0.693679092382496 "Time1_2" "Ruzicka"
"Biomedical Social Sciences" 0.5 0.5 1 "Time1_2" "Ruzicka"
"Biophysics" 0.147435897435897 0.596153846153846 0.743589743589744 "Time1_2" "Ruzicka"
"Biotechnology & Applied Microbiology" 0.0218470705064548 0.707050645481629 0.728897715988083 "Time1_2" "Ruzicka"
"Business" 0.15 0.733333333333333 0.883333333333333 "Time1_2" "Ruzicka"
"Cardiology" 0.1 0.8 0.9 "Time1_2" "Ruzicka"
"Cell Biology" 0.160756501182033 0.536643026004728 0.697399527186761 "Time1_2" "Ruzicka"
"Cell & Tissue Engineering" 0.666666666666667 0.333333333333333 1 "Time1_2" "Ruzicka"
"Chemistry" 0.0685920577617329 0.732851985559567 0.8014440433213 "Time1_2" "Ruzicka"
"Clinical Neurology" 0.25 0.75 1 "Time1_2" "Ruzicka"
"Computer Science" 0.0813008130081301 0.75609756097561 0.83739837398374 "Time1_2" "Ruzicka"
"Crystallography" 0.4 0.6 1 "Time1_2" "Ruzicka"
"Demography" 0 0.666666666666667 0.666666666666667 "Time1_2" "Ruzicka"
"Dentistry, Oral Surgery & Medicine" 0.166666666666667 0.666666666666667 0.833333333333333 "Time1_2" "Ruzicka"
"Developmental Biology" 0.171052631578947 0.618421052631579 0.789473684210526 "Time1_2" "Ruzicka"
"Ecology" 0.0322017458777886 0.680698351115422 0.71290009699321 "Time1_2" "Ruzicka"
"Economics" 0.160714285714286 0.732142857142857 0.892857142857143 "Time1_2" "Ruzicka"
"Education" 0.2 0.8 1 "Time1_2" "Ruzicka"
"Electrochemistry" 0 0.5 0.5 "Time1_2" "Ruzicka"
"Endocrinology & Metabolism" 0.208333333333333 0.625 0.833333333333333 "Time1_2" "Ruzicka"
"Energy & Fuels" 0.148148148148148 0.740740740740741 0.888888888888889 "Time1_2" "Ruzicka"
"Engineering" 0.113207547169811 0.599056603773585 0.712264150943396 "Time1_2" "Ruzicka"
"Entomology" 0.0867850098619329 0.656804733727811 0.743589743589744 "Time1_2" "Ruzicka"
"Environmental Studies" 0.0583333333333333 0.704166666666667 0.7625 "Time1_2" "Ruzicka"
"Ethics" 0.117647058823529 0.705882352941177 0.823529411764706 "Time1_2" "Ruzicka"
"Evolutionary Biology" 0.062753036437247 0.581646423751687 0.644399460188934 "Time1_2" "Ruzicka"
"Fisheries" 0.0626304801670146 0.713987473903967 0.776617954070981 "Time1_2" "Ruzicka"
"Food Science & Technology" 0.12962962962963 0.685185185185185 0.814814814814815 "Time1_2" "Ruzicka"
"Forestry" 0.0388768898488121 0.744060475161987 0.782937365010799 "Time1_2" "Ruzicka"
"Gastroenterology & Hepatology" 0.0806451612903226 0.838709677419355 0.919354838709677 "Time1_2" "Ruzicka"
"General & Internal Medicine" 0.125 0.8125 0.9375 "Time1_2" "Ruzicka"
"Genetics & Heredity" 0.100808368996671 0.531621493105088 0.632429862101759 "Time1_2" "Ruzicka"
"Geography" 0.0457380457380457 0.644490644490645 0.69022869022869 "Time1_2" "Ruzicka"
"Geology" 0.0614250614250614 0.678132678132678 0.73955773955774 "Time1_2" "Ruzicka"
"Geosciences, Multidisciplinary" 0.0779220779220779 0.652597402597403 0.730519480519481 "Time1_2" "Ruzicka"
"Geriatrics & Gerontology" 0.5 0.5 1 "Time1_2" "Ruzicka"
"Government & Law" 0.333333333333333 0.5 0.833333333333333 "Time1_2" "Ruzicka"
"Health Care Sciences & Services" 0.333333333333333 0.333333333333333 0.666666666666667 "Time1_2" "Ruzicka"
"Health Policy & Services" 0.5 0.5 1 "Time1_2" "Ruzicka"
"Hematology" 0.392857142857143 0.464285714285714 0.857142857142857 "Time1_2" "Ruzicka"
"History" 0.105263157894737 0.789473684210526 0.894736842105263 "Time1_2" "Ruzicka"
"Horticulture" 0.155555555555556 0.505050505050505 0.660606060606061 "Time1_2" "Ruzicka"
"Hospitality, Leisure, Sport & Tourism" 0.25 0.75 1 "Time1_2" "Ruzicka"
"Imaging Science & Photographic Technology" 0.105263157894737 0.684210526315789 0.789473684210526 "Time1_2" "Ruzicka"
"Immunology" 0.159642401021711 0.484035759897829 0.64367816091954 "Time1_2" "Ruzicka"
"Infectious Diseases" 0.0578778135048231 0.70096463022508 0.758842443729904 "Time1_2" "Ruzicka"
"Information Science & Library Science" 0.25 0.75 1 "Time1_2" "Ruzicka"
"Integrative & Complementary Medicine" 0.117647058823529 0.823529411764706 0.941176470588235 "Time1_2" "Ruzicka"
"Law" 0.4 0.4 0.8 "Time1_2" "Ruzicka"
"Life Sciences & Biomedicine - Other Topics" 0.0842787682333874 0.609400324149109 0.693679092382496 "Time1_2" "Ruzicka"
"Limnology" 0.149253731343284 0.507462686567164 0.656716417910448 "Time1_2" "Ruzicka"
"Management" 0.2 0.8 1 "Time1_2" "Ruzicka"
"Marine & Freshwater Biology" 0.0733404710920771 0.570663811563169 0.644004282655246 "Time1_2" "Ruzicka"
"Materials Science" 0.181818181818182 0.818181818181818 1 "Time1_2" "Ruzicka"
"Mathematical & Computational Biology" 0.171428571428571 0.571428571428571 0.742857142857143 "Time1_2" "Ruzicka"
"Mathematics" 0.113636363636364 0.727272727272727 0.840909090909091 "Time1_2" "Ruzicka"
"Mechanics" 0.25 0.75 1 "Time1_2" "Ruzicka"
"Medical Subscience" 0.272727272727273 0.681818181818182 0.954545454545455 "Time1_2" "Ruzicka"
"Medicine, General & Internal" 0.125 0.8125 0.9375 "Time1_2" "Ruzicka"
"Medicine, Research & Experimental" 0.329268292682927 0.475609756097561 0.804878048780488 "Time1_2" "Ruzicka"
"Meteorology & Atmospheric Sciences" 0.23943661971831 0.507042253521127 0.746478873239437 "Time1_2" "Ruzicka"
"Microbiology" 0.0337477797513321 0.689757252812315 0.723505032563647 "Time1_2" "Ruzicka"
"Microscopy" 0.380952380952381 0.523809523809524 0.904761904761905 "Time1_2" "Ruzicka"
"Mining & Mineral Processing" 0.142857142857143 0.857142857142857 1 "Time1_2" "Ruzicka"
"Multidisciplinary Sciences" 0.178456591639871 0.501607717041801 0.680064308681672 "Time1_2" "Ruzicka"
"Mycology" 0.073394495412844 0.720183486238532 0.793577981651376 "Time1_2" "Ruzicka"
"Neurosciences" 0.197278911564626 0.482993197278912 0.680272108843537 "Time1_2" "Ruzicka"
"Nutrition & Dietetics" 0.111111111111111 0.777777777777778 0.888888888888889 "Time1_2" "Ruzicka"
"Obstetrics & Gynecology" 0.5 0.5 1 "Time1_2" "Ruzicka"
"Oceanography" 0.0703422053231939 0.593155893536122 0.663498098859316 "Time1_2" "Ruzicka"
"Oncology" 0.252525252525253 0.444444444444444 0.696969696969697 "Time1_2" "Ruzicka"
"Operations Research & Management Science" 0.142857142857143 0.714285714285714 0.857142857142857 "Time1_2" "Ruzicka"
"Ornithology" 0.08 0.593333333333333 0.673333333333333 "Time1_2" "Ruzicka"
"Paleontology" 0.101876675603217 0.546916890080429 0.648793565683646 "Time1_2" "Ruzicka"
"Parasitology" 0.12043795620438 0.60948905109489 0.72992700729927 "Time1_2" "Ruzicka"
"Pathology" 0.128205128205128 0.769230769230769 0.897435897435897 "Time1_2" "Ruzicka"
"Pediatrics" 0.25 0.5 0.75 "Time1_2" "Ruzicka"
"Pharmacology & Pharmacy" 0.053030303030303 0.772727272727273 0.825757575757576 "Time1_2" "Ruzicka"
"Physical Geography" 0.0539325842696629 0.644943820224719 0.698876404494382 "Time1_2" "Ruzicka"
"Physics" 0.153846153846154 0.769230769230769 0.923076923076923 "Time1_2" "Ruzicka"
"Physiology" 0.222222222222222 0.496296296296296 0.718518518518519 "Time1_2" "Ruzicka"
"Planning & Development" 0.125 0.875 1 "Time1_2" "Ruzicka"
"Plant Sciences" 0.0656510700036271 0.609357997823721 0.675009067827349 "Time1_2" "Ruzicka"
"Polymer Science" 0.5 0.5 1 "Time1_2" "Ruzicka"
"Psychiatry" 0.666666666666667 0.333333333333333 1 "Time1_2" "Ruzicka"
"Psychology" 0.277777777777778 0.555555555555556 0.833333333333333 "Time1_2" "Ruzicka"
"Public Administration" 0.12 0.88 1 "Time1_2" "Ruzicka"
"Public, Environmental & Occupational Health" 0.147058823529412 0.617647058823529 0.764705882352941 "Time1_2" "Ruzicka"
"Radiology, Nuclear Medicine & Medical Imaging" 0.4 0.4 0.8 "Time1_2" "Ruzicka"
"Remote Sensing" 0.0645161290322581 0.806451612903226 0.870967741935484 "Time1_2" "Ruzicka"
"Reproductive Biology" 0.317073170731707 0.536585365853659 0.853658536585366 "Time1_2" "Ruzicka"
"Research & Experimental Medicine" 0.329268292682927 0.475609756097561 0.804878048780488 "Time1_2" "Ruzicka"
"Respiratory System" 0.333333333333333 0.666666666666667 1 "Time1_2" "Ruzicka"
"Science & Technology - Other Topics" 0.1776 0.504 0.6816 "Time1_2" "Ruzicka"
"Social Sciences" 0.285714285714286 0.571428571428571 0.857142857142857 "Time1_2" "Ruzicka"
"Sociology" 0.27027027027027 0.648648648648649 0.918918918918919 "Time1_2" "Ruzicka"
"Soil Science" 0.0784313725490196 0.555555555555556 0.633986928104575 "Time1_2" "Ruzicka"
"Statistics & Probability" 0.037037037037037 0.851851851851852 0.888888888888889 "Time1_2" "Ruzicka"
"Surgery" 0.333333333333333 0.666666666666667 1 "Time1_2" "Ruzicka"
"Toxicology" 0.108527131782946 0.65891472868217 0.767441860465116 "Time1_2" "Ruzicka"
"Transplantation" 0.714285714285714 0.142857142857143 0.857142857142857 "Time1_2" "Ruzicka"
"Tropical Medicine" 0.125 0.701923076923077 0.826923076923077 "Time1_2" "Ruzicka"
"Urban Studies" 0.105882352941176 0.658823529411765 0.764705882352941 "Time1_2" "Ruzicka"
"Urology & Nephrology" 0.166666666666667 0.666666666666667 0.833333333333333 "Time1_2" "Ruzicka"
"Veterinary Sciences" 0.13265306122449 0.591836734693878 0.724489795918367 "Time1_2" "Ruzicka"
"Virology" 0.0990338164251208 0.594202898550725 0.693236714975845 "Time1_2" "Ruzicka"
"Water Resources" 0.12962962962963 0.623456790123457 0.753086419753086 "Time1_2" "Ruzicka"
"Zoology" 0.0860557768924303 0.560159362549801 0.646215139442231 "Time1_2" "Ruzicka"
"Agriculture" 0.0834355828220859 0.538241308793456 0.621676891615542 "Time2_3" "Ruzicka"
"Agronomy" 0.102424242424242 0.499393939393939 0.601818181818182 "Time2_3" "Ruzicka"
"Allergy" 0.4 0.533333333333333 0.933333333333333 "Time2_3" "Ruzicka"
"Anatomy & Morphology" 0.243243243243243 0.472972972972973 0.716216216216216 "Time2_3" "Ruzicka"
"Anthropology" 0.159851301115242 0.527881040892193 0.687732342007435 "Time2_3" "Ruzicka"
"Archaeology" 0.172413793103448 0.655172413793103 0.827586206896552 "Time2_3" "Ruzicka"
"Area Studies" 0.714285714285714 0.285714285714286 1 "Time2_3" "Ruzicka"
"Astronomy & Astrophysics" 0.166666666666667 0.75 0.916666666666667 "Time2_3" "Ruzicka"
"Automation & Control Systems" 0.18 0.74 0.92 "Time2_3" "Ruzicka"
"Behavioral Sciences" 0.248062015503876 0.48062015503876 0.728682170542636 "Time2_3" "Ruzicka"
"Biochemical Research Methods" 0.0806916426512968 0.694524495677233 0.77521613832853 "Time2_3" "Ruzicka"
"Biochemistry & Molecular Biology" 0.0816271551724138 0.572198275862069 0.653825431034483 "Time2_3" "Ruzicka"
"Biodiversity Conservation" 0.0521642619311876 0.552719200887902 0.60488346281909 "Time2_3" "Ruzicka"
"Biology" 0.0976781425140112 0.547638110488391 0.645316253002402 "Time2_3" "Ruzicka"
"Biomedical Social Sciences" 0.142857142857143 0.857142857142857 1 "Time2_3" "Ruzicka"
"Biophysics" 0.228915662650602 0.465863453815261 0.694779116465863 "Time2_3" "Ruzicka"
"Biotechnology & Applied Microbiology" 0.0843478260869565 0.571739130434783 0.656086956521739 "Time2_3" "Ruzicka"
"Business" 0.0933333333333333 0.66 0.753333333333333 "Time2_3" "Ruzicka"
"Cardiology" 0.4 0.4 0.8 "Time2_3" "Ruzicka"
"Cell Biology" 0.191988950276243 0.509668508287293 0.701657458563536 "Time2_3" "Ruzicka"
"Cell & Tissue Engineering" 0 0.833333333333333 0.833333333333333 "Time2_3" "Ruzicka"
"Chemistry" 0.126676602086438 0.615499254843517 0.742175856929955 "Time2_3" "Ruzicka"
"Clinical Neurology" 0.333333333333333 0.6 0.933333333333333 "Time2_3" "Ruzicka"
"Communication" 0.5 0.5 1 "Time2_3" "Ruzicka"
"Computer Science" 0.0575396825396825 0.775793650793651 0.833333333333333 "Time2_3" "Ruzicka"
"Crystallography" 0.15 0.85 1 "Time2_3" "Ruzicka"
"Demography" 0.166666666666667 0.5 0.666666666666667 "Time2_3" "Ruzicka"
"Dentistry, Oral Surgery & Medicine" 0.347826086956522 0.347826086956522 0.695652173913043 "Time2_3" "Ruzicka"
"Dermatology" 0.357142857142857 0.571428571428571 0.928571428571429 "Time2_3" "Ruzicka"
"Developmental Biology" 0.12258064516129 0.593548387096774 0.716129032258065 "Time2_3" "Ruzicka"
"Ecology" 0.0562175667883913 0.520565058620027 0.576782625408418 "Time2_3" "Ruzicka"
"Economics" 0.103448275862069 0.675862068965517 0.779310344827586 "Time2_3" "Ruzicka"
"Education" 0.3 0.6 0.9 "Time2_3" "Ruzicka"
"Electrochemistry" 0.666666666666667 0.333333333333333 1 "Time2_3" "Ruzicka"
"Endocrinology & Metabolism" 0.28 0.62 0.9 "Time2_3" "Ruzicka"
"Energy & Fuels" 0.234042553191489 0.51063829787234 0.74468085106383 "Time2_3" "Ruzicka"
"Engineering" 0.127429805615551 0.593952483801296 0.721382289416847 "Time2_3" "Ruzicka"
"Entomology" 0.0832313341493268 0.433292533659731 0.516523867809058 "Time2_3" "Ruzicka"
"Environmental Studies" 0.096830985915493 0.602112676056338 0.698943661971831 "Time2_3" "Ruzicka"
"Ethics" 0.210526315789474 0.605263157894737 0.815789473684211 "Time2_3" "Ruzicka"
"Evolutionary Biology" 0.0435795076513639 0.537924151696607 0.581503659347971 "Time2_3" "Ruzicka"
"Fisheries" 0.11137162954279 0.473622508792497 0.584994138335287 "Time2_3" "Ruzicka"
"Food Science & Technology" 0.0569948186528497 0.756476683937824 0.813471502590674 "Time2_3" "Ruzicka"
"Forestry" 0.0722755505364201 0.497459062676454 0.569734613212874 "Time2_3" "Ruzicka"
"Gastroenterology & Hepatology" 0.294117647058824 0.441176470588235 0.735294117647059 "Time2_3" "Ruzicka"
"General & Internal Medicine" 0.611111111111111 0.222222222222222 0.833333333333333 "Time2_3" "Ruzicka"
"Genetics & Heredity" 0.0919070717385754 0.517232575950983 0.609139647689558 "Time2_3" "Ruzicka"
"Geochemistry & Geophysics" 0.111111111111111 0.777777777777778 0.888888888888889 "Time2_3" "Ruzicka"
"Geography" 0.0732883317261331 0.557377049180328 0.630665380906461 "Time2_3" "Ruzicka"
"Geology" 0.0960384153661465 0.541416566626651 0.637454981992797 "Time2_3" "Ruzicka"
"Geosciences, Multidisciplinary" 0.0804769001490313 0.576751117734724 0.657228017883756 "Time2_3" "Ruzicka"
"Geriatrics & Gerontology" 0 0.875 0.875 "Time2_3" "Ruzicka"
"Government & Law" 0 0.826086956521739 0.826086956521739 "Time2_3" "Ruzicka"
"Health Care Sciences & Services" 0.666666666666667 0.333333333333333 1 "Time2_3" "Ruzicka"
"Hematology" 0.261904761904762 0.595238095238095 0.857142857142857 "Time2_3" "Ruzicka"
"History" 0.173913043478261 0.630434782608696 0.804347826086957 "Time2_3" "Ruzicka"
"Horticulture" 0.111239860950174 0.515643105446118 0.626882966396292 "Time2_3" "Ruzicka"
"Hospitality, Leisure, Sport & Tourism" 0.75 0.25 1 "Time2_3" "Ruzicka"
"Imaging Science & Photographic Technology" 0.0340909090909091 0.806818181818182 0.840909090909091 "Time2_3" "Ruzicka"
"Immunology" 0.185393258426966 0.471910112359551 0.657303370786517 "Time2_3" "Ruzicka"
"Infectious Diseases" 0.128682170542636 0.545736434108527 0.674418604651163 "Time2_3" "Ruzicka"
"Information Science & Library Science" 0.0666666666666667 0.8 0.866666666666667 "Time2_3" "Ruzicka"
"Instruments & Instrumentation" 0.0833333333333333 0.75 0.833333333333333 "Time2_3" "Ruzicka"
"Integrative & Complementary Medicine" 0.333333333333333 0.545454545454545 0.878787878787879 "Time2_3" "Ruzicka"
"International Relations" 0.25 0.583333333333333 0.833333333333333 "Time2_3" "Ruzicka"
"Language & Linguistics" 0.5 0.5 1 "Time2_3" "Ruzicka"
"Law" 0 0.833333333333333 0.833333333333333 "Time2_3" "Ruzicka"
"Legal Medicine" 0.0645161290322581 0.903225806451613 0.967741935483871 "Time2_3" "Ruzicka"
"Life Sciences & Biomedicine - Other Topics" 0.0976781425140112 0.547638110488391 0.645316253002402 "Time2_3" "Ruzicka"
"Limnology" 0.0815789473684211 0.55 0.631578947368421 "Time2_3" "Ruzicka"
"Linguistics" 0.333333333333333 0.666666666666667 1 "Time2_3" "Ruzicka"
"Management" 0.4 0.6 1 "Time2_3" "Ruzicka"
"Marine & Freshwater Biology" 0.079552150854449 0.489982321744255 0.569534472598704 "Time2_3" "Ruzicka"
"Materials Science" 0.106382978723404 0.808510638297872 0.914893617021277 "Time2_3" "Ruzicka"
"Mathematical & Computational Biology" 0.130177514792899 0.656804733727811 0.78698224852071 "Time2_3" "Ruzicka"
"Mathematical Methods In Social Sciences" 0 0.875 0.875 "Time2_3" "Ruzicka"
"Mathematics" 0.0683229813664596 0.757763975155279 0.826086956521739 "Time2_3" "Ruzicka"
"Mechanics" 0.5 0.5 1 "Time2_3" "Ruzicka"
